"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","response"
"32102",32,"employed","married","high.school","no","yes","no","cellular","may","fri",76,1,"no"
"32104",56,"employed","divorced","university.degree","no","no","no","cellular","may","fri",166,1,"no"
"32105",30,"employed","single","professional.course","no","yes","no","cellular","may","fri",68,1,"no"
"32106",33,"employed","married","high.school","no","yes","no","cellular","may","fri",88,1,"no"
"32107",45,"employed","married","basic","no","no","yes","cellular","may","fri",1077,1,"yes"
"32108",32,"employed","divorced","professional.course","no","no","yes","cellular","may","fri",168,1,"no"
"32109",30,"employed","single","professional.course","no","no","no","cellular","may","fri",440,1,"no"
"32110",28,"non-labor","single","university.degree","no","no","no","cellular","may","fri",81,1,"no"
"32111",28,"non-labor","single","university.degree","no","yes","no","cellular","may","fri",126,1,"no"
"32113",41,"employed","divorced","high.school","no","yes","no","cellular","may","fri",380,4,"no"
"32116",32,"employed","married","basic","no","yes","yes","cellular","may","fri",157,1,"no"
"32117",36,"employed","single","basic","no","yes","no","cellular","may","fri",293,3,"no"
"32119",42,"employed","married","high.school","no","yes","no","cellular","may","fri",106,1,"no"
"32122",37,"employed","single","basic","no","yes","no","cellular","may","fri",72,1,"no"
"32123",31,"employed","married","high.school","no","yes","no","cellular","may","fri",364,5,"no"
"32124",42,"employed","married","professional.course","no","yes","no","cellular","may","fri",108,1,"no"
"32125",36,"employed","single","high.school","no","no","no","cellular","may","fri",7,5,"no"
"32126",43,"unemployed","married","basic","no","yes","no","cellular","may","fri",105,1,"no"
"32127",33,"employed","married","high.school","no","yes","no","cellular","may","fri",26,1,"no"
"32130",34,"employed","married","basic","no","yes","yes","cellular","may","fri",197,1,"no"
"32131",33,"employed","married","high.school","no","yes","no","cellular","may","fri",103,1,"no"
"32132",34,"employed","married","basic","no","yes","yes","cellular","may","fri",328,1,"no"
"32133",36,"employed","married","university.degree","no","yes","no","cellular","may","fri",285,1,"no"
"32134",35,"employed","married","basic","no","yes","no","cellular","may","fri",63,1,"no"
"32136",37,"employed","married","professional.course","no","yes","yes","cellular","may","fri",132,1,"no"
"32137",35,"employed","married","basic","no","no","no","cellular","may","fri",211,1,"no"
"32138",39,"employed","married","university.degree","no","yes","no","cellular","may","fri",53,1,"no"
"32139",34,"employed","married","basic","no","no","yes","cellular","may","fri",763,1,"yes"
"32140",35,"employed","single","high.school","no","yes","yes","cellular","may","fri",94,1,"no"
"32141",38,"employed","married","high.school","no","yes","no","cellular","may","fri",213,5,"no"
"32142",37,"employed","married","high.school","no","yes","no","cellular","may","fri",475,3,"no"
"32143",32,"employed","married","basic","no","yes","no","cellular","may","fri",240,1,"no"
"32144",35,"employed","single","high.school","no","no","no","cellular","may","fri",198,1,"no"
"32145",32,"employed","married","basic","no","yes","yes","cellular","may","fri",340,1,"no"
"32146",39,"employed","divorced","basic","no","yes","no","cellular","may","fri",247,1,"no"
"32147",39,"employed","divorced","basic","no","yes","no","cellular","may","fri",191,1,"no"
"32148",36,"employed","married","high.school","no","yes","no","cellular","may","fri",154,1,"no"
"32149",31,"employed","married","basic","no","yes","no","cellular","may","fri",122,1,"no"
"32150",36,"employed","married","high.school","no","yes","no","cellular","may","fri",232,1,"no"
"32151",37,"employed","married","basic","no","no","no","cellular","may","fri",65,2,"no"
"32152",37,"employed","married","university.degree","no","yes","no","cellular","may","fri",279,1,"no"
"32153",35,"employed","married","high.school","no","yes","no","cellular","may","fri",130,2,"no"
"32154",33,"employed","single","high.school","no","yes","no","cellular","may","fri",557,1,"no"
"32155",37,"employed","married","basic","no","yes","no","telephone","may","fri",63,1,"no"
"32157",37,"employed","married","university.degree","no","no","no","cellular","may","fri",395,1,"no"
"32158",46,"employed","divorced","basic","no","yes","no","cellular","may","fri",275,1,"no"
"32159",37,"employed","single","university.degree","no","yes","yes","cellular","may","fri",171,1,"no"
"32160",34,"employed","married","university.degree","no","no","no","cellular","may","fri",17,5,"no"
"32163",57,"non-labor","single","university.degree","no","no","no","cellular","may","fri",208,1,"no"
"32164",42,"employed","divorced","high.school","no","yes","no","cellular","may","fri",163,1,"no"
"32165",38,"employed","married","high.school","no","no","no","cellular","may","fri",240,1,"no"
"32166",58,"employed","married","basic","no","no","no","cellular","may","fri",74,2,"no"
"32168",33,"employed","single","professional.course","no","yes","no","cellular","may","fri",70,1,"no"
"32169",34,"employed","married","university.degree","no","no","yes","cellular","may","fri",208,4,"no"
"32170",41,"employed","single","high.school","no","no","no","cellular","may","fri",103,1,"no"
"32171",31,"employed","single","university.degree","no","no","no","cellular","may","fri",302,1,"no"
"32173",38,"employed","married","basic","no","yes","no","cellular","may","fri",75,1,"no"
"32174",41,"employed","married","high.school","no","yes","no","cellular","may","fri",97,1,"no"
"32176",25,"employed","single","high.school","no","yes","yes","cellular","may","fri",137,4,"no"
"32178",31,"employed","married","university.degree","no","yes","no","cellular","may","fri",144,2,"no"
"32179",42,"employed","married","basic","no","yes","yes","cellular","may","fri",158,3,"no"
"32181",31,"employed","married","university.degree","no","no","no","cellular","may","fri",182,1,"no"
"32182",38,"employed","married","high.school","no","yes","no","cellular","may","fri",1281,1,"no"
"32183",51,"employed","married","university.degree","no","no","no","cellular","may","fri",153,4,"no"
"32184",24,"employed","single","basic","no","yes","no","cellular","may","fri",389,1,"no"
"32185",33,"employed","married","professional.course","no","no","no","cellular","may","fri",290,1,"no"
"32186",32,"employed","married","professional.course","no","yes","yes","cellular","may","fri",134,1,"no"
"32188",29,"employed","married","basic","no","no","no","cellular","may","fri",851,1,"no"
"32190",36,"employed","married","university.degree","no","yes","no","telephone","may","fri",139,1,"no"
"32192",31,"employed","married","university.degree","no","no","no","cellular","may","fri",704,1,"yes"
"32193",33,"employed","married","professional.course","no","yes","yes","cellular","may","fri",500,1,"no"
"32194",47,"employed","married","high.school","no","no","yes","cellular","may","fri",168,2,"no"
"32195",37,"employed","single","university.degree","no","no","yes","cellular","may","fri",101,1,"no"
"32197",25,"employed","single","basic","no","no","no","cellular","may","fri",299,3,"no"
"32198",38,"employed","married","high.school","no","yes","no","cellular","may","fri",6,5,"no"
"32199",34,"employed","married","university.degree","no","yes","no","cellular","may","fri",159,1,"no"
"32200",44,"employed","single","high.school","no","no","no","cellular","may","fri",318,1,"no"
"32201",37,"employed","single","university.degree","no","no","no","cellular","may","fri",263,1,"no"
"32203",53,"employed","married","high.school","no","yes","no","cellular","may","fri",291,1,"no"
"32204",32,"non-labor","single","university.degree","no","no","no","cellular","may","fri",209,1,"no"
"32205",49,"employed","married","basic","no","yes","no","cellular","may","fri",86,1,"no"
"32206",34,"employed","single","high.school","no","yes","no","cellular","may","fri",80,1,"no"
"32207",33,"employed","married","basic","no","no","no","cellular","may","fri",52,1,"no"
"32208",39,"employed","married","professional.course","no","yes","no","cellular","may","fri",346,1,"no"
"32211",42,"employed","married","professional.course","no","no","no","cellular","may","fri",1014,2,"no"
"32213",32,"employed","married","basic","no","yes","no","cellular","may","fri",144,2,"no"
"32215",36,"employed","married","basic","no","yes","no","cellular","may","fri",232,1,"no"
"32216",51,"employed","married","university.degree","no","no","no","cellular","may","fri",203,2,"no"
"32217",31,"employed","single","university.degree","no","yes","no","cellular","may","fri",268,1,"no"
"32218",37,"employed","married","basic","no","yes","no","cellular","may","fri",210,1,"no"
"32219",22,"non-labor","single","high.school","no","no","no","cellular","may","fri",312,1,"no"
"32220",33,"employed","married","university.degree","no","no","no","cellular","may","fri",364,1,"no"
"32222",45,"employed","single","university.degree","no","no","no","cellular","may","fri",561,1,"no"
"32223",39,"employed","divorced","university.degree","no","no","no","telephone","may","fri",44,1,"no"
"32224",36,"employed","married","basic","no","no","no","cellular","may","fri",212,2,"no"
"32225",36,"employed","married","basic","no","no","yes","cellular","may","fri",49,1,"no"
"32226",55,"employed","divorced","basic","no","no","no","cellular","may","fri",278,1,"no"
"32227",45,"employed","single","university.degree","no","no","no","cellular","may","fri",763,1,"no"
"32228",56,"employed","married","basic","no","no","no","cellular","may","fri",50,1,"no"
"32229",32,"employed","married","university.degree","no","no","no","cellular","may","fri",402,1,"no"
"32230",35,"employed","married","basic","no","no","no","cellular","may","fri",349,1,"no"
"32231",32,"employed","married","high.school","no","no","no","cellular","may","fri",134,1,"no"
"32232",28,"employed","married","high.school","no","no","yes","cellular","may","fri",343,1,"no"
"32233",42,"employed","married","high.school","no","yes","no","cellular","may","fri",120,1,"no"
"32234",42,"employed","married","high.school","no","yes","no","telephone","may","fri",128,1,"no"
"32238",29,"employed","married","basic","no","no","no","cellular","may","fri",111,4,"no"
"32239",33,"employed","single","high.school","no","no","yes","cellular","may","fri",93,1,"no"
"32240",42,"employed","single","high.school","no","yes","no","cellular","may","fri",92,1,"no"
"32242",37,"employed","married","basic","no","no","no","telephone","may","fri",301,1,"no"
"32243",41,"employed","divorced","basic","no","yes","no","cellular","may","fri",88,1,"no"
"32244",47,"employed","single","basic","no","yes","no","cellular","may","fri",87,2,"no"
"32245",28,"non-labor","single","university.degree","no","yes","yes","cellular","may","fri",108,2,"no"
"32248",33,"employed","married","high.school","no","no","no","telephone","may","fri",396,2,"no"
"32249",38,"employed","married","basic","no","yes","no","cellular","may","fri",98,1,"no"
"32250",49,"employed","married","basic","no","yes","no","cellular","may","fri",86,1,"no"
"32252",33,"employed","single","basic","no","yes","no","cellular","may","fri",39,3,"no"
"32253",25,"employed","single","university.degree","no","yes","no","cellular","may","fri",80,2,"no"
"32256",38,"employed","married","university.degree","no","no","no","cellular","may","fri",525,1,"no"
"32257",45,"employed","single","high.school","no","yes","no","cellular","may","fri",127,2,"no"
"32258",51,"employed","married","university.degree","no","yes","no","cellular","may","fri",99,3,"no"
"32259",36,"employed","single","basic","no","yes","no","cellular","may","fri",501,2,"yes"
"32260",37,"employed","single","university.degree","no","yes","no","cellular","may","fri",105,1,"no"
"32262",35,"employed","married","basic","no","no","no","cellular","may","fri",318,2,"no"
"32263",45,"employed","single","university.degree","no","no","no","cellular","may","fri",445,2,"no"
"32264",32,"employed","married","university.degree","no","yes","no","cellular","may","fri",374,2,"no"
"32265",47,"employed","married","high.school","no","yes","no","cellular","may","fri",191,3,"no"
"32266",38,"employed","married","university.degree","no","yes","no","cellular","may","fri",1276,1,"yes"
"32267",34,"employed","married","university.degree","no","no","no","cellular","may","fri",51,1,"no"
"32270",23,"non-labor","single","basic","no","no","no","cellular","may","fri",145,2,"no"
"32271",38,"employed","single","high.school","no","no","no","cellular","may","fri",136,2,"no"
"32273",35,"employed","single","university.degree","no","no","no","cellular","may","fri",1243,2,"no"
"32274",40,"employed","single","university.degree","no","yes","no","cellular","may","fri",52,1,"no"
"32275",40,"employed","married","basic","no","no","no","cellular","may","fri",77,1,"no"
"32276",40,"employed","single","university.degree","no","no","yes","cellular","may","fri",217,1,"no"
"32277",31,"employed","single","high.school","no","yes","no","cellular","may","fri",197,1,"no"
"32280",35,"employed","married","high.school","no","no","no","cellular","may","fri",125,1,"no"
"32281",58,"employed","single","university.degree","no","no","no","cellular","may","fri",90,1,"no"
"32282",58,"employed","single","university.degree","no","no","yes","cellular","may","fri",131,1,"no"
"32284",35,"employed","married","high.school","no","yes","no","cellular","may","fri",478,1,"no"
"32285",36,"employed","married","university.degree","no","yes","no","cellular","may","fri",70,1,"no"
"32286",30,"employed","married","high.school","no","yes","no","cellular","may","fri",424,1,"no"
"32287",32,"employed","single","basic","no","no","no","cellular","may","fri",120,2,"no"
"32288",28,"employed","married","basic","no","yes","no","cellular","may","fri",326,1,"no"
"32290",34,"employed","single","university.degree","no","no","yes","cellular","may","fri",398,2,"no"
"32291",28,"employed","married","basic","no","no","yes","cellular","may","fri",157,4,"no"
"32292",24,"employed","single","basic","no","no","no","cellular","may","fri",87,3,"no"
"32293",43,"employed","divorced","professional.course","no","no","no","cellular","may","fri",196,2,"no"
"32294",31,"employed","married","basic","no","yes","no","cellular","may","fri",164,1,"no"
"32295",28,"employed","single","basic","no","no","no","cellular","may","fri",137,3,"no"
"32296",34,"employed","single","high.school","no","yes","no","cellular","may","fri",56,1,"no"
"32297",37,"employed","married","basic","no","no","yes","cellular","may","fri",269,1,"no"
"32298",38,"employed","married","high.school","no","yes","yes","cellular","may","fri",159,1,"no"
"32299",27,"employed","single","high.school","no","yes","no","cellular","may","fri",340,1,"no"
"32300",48,"employed","married","basic","no","no","no","cellular","may","fri",94,3,"no"
"32301",42,"employed","divorced","university.degree","no","no","no","cellular","may","fri",308,3,"yes"
"32302",35,"employed","married","university.degree","no","yes","no","cellular","may","fri",763,1,"yes"
"32304",38,"employed","single","university.degree","no","yes","no","cellular","may","fri",132,1,"no"
"32306",32,"employed","married","high.school","no","no","no","cellular","may","fri",56,1,"no"
"32307",43,"employed","married","basic","no","yes","no","cellular","may","fri",66,1,"no"
"32309",43,"employed","married","basic","no","no","no","cellular","may","fri",254,1,"no"
"32310",43,"employed","married","basic","no","no","no","cellular","may","fri",157,1,"no"
"32311",29,"employed","single","university.degree","no","yes","no","cellular","may","fri",468,2,"no"
"32312",34,"employed","married","basic","no","no","no","cellular","may","fri",451,3,"no"
"32313",35,"employed","single","university.degree","no","no","no","cellular","may","fri",55,1,"no"
"32315",26,"employed","single","basic","no","yes","yes","cellular","may","fri",191,2,"no"
"32316",49,"employed","married","basic","no","yes","no","cellular","may","fri",87,1,"no"
"32317",35,"employed","married","high.school","no","no","no","cellular","may","fri",301,2,"no"
"32318",35,"employed","single","university.degree","no","yes","no","cellular","may","fri",662,1,"yes"
"32319",39,"employed","married","high.school","no","yes","no","telephone","may","fri",101,1,"no"
"32321",39,"employed","married","high.school","no","no","yes","cellular","may","fri",248,1,"no"
"32322",39,"employed","married","high.school","no","yes","yes","cellular","may","fri",273,1,"no"
"32323",37,"employed","married","basic","no","no","no","cellular","may","fri",78,1,"no"
"32324",32,"employed","married","basic","no","no","no","cellular","may","fri",18,1,"no"
"32326",37,"employed","single","basic","no","yes","no","cellular","may","fri",82,2,"no"
"32327",52,"employed","married","high.school","no","yes","no","cellular","may","fri",207,1,"no"
"32328",24,"employed","single","high.school","no","yes","no","cellular","may","fri",53,2,"no"
"32329",35,"employed","single","basic","no","no","no","cellular","may","fri",568,1,"yes"
"32330",37,"employed","married","university.degree","no","yes","yes","cellular","may","fri",364,2,"no"
"32331",43,"employed","married","basic","no","no","yes","cellular","may","fri",67,3,"no"
"32333",38,"employed","married","university.degree","no","no","no","cellular","may","fri",186,1,"no"
"32334",41,"employed","married","basic","no","no","no","cellular","may","fri",212,1,"no"
"32336",41,"employed","married","basic","no","yes","yes","cellular","may","fri",198,1,"no"
"32337",57,"employed","married","high.school","no","yes","no","cellular","may","fri",129,2,"no"
"32338",44,"employed","single","high.school","no","yes","no","cellular","may","fri",161,2,"no"
"32339",28,"employed","married","high.school","no","yes","no","cellular","may","fri",579,1,"no"
"32340",41,"employed","married","basic","no","no","no","cellular","may","fri",491,1,"no"
"32341",33,"employed","married","high.school","no","yes","no","cellular","may","fri",176,1,"no"
"32342",27,"employed","single","high.school","no","yes","no","cellular","may","fri",1448,2,"yes"
"32343",33,"employed","married","basic","no","yes","yes","cellular","may","fri",99,1,"no"
"32344",44,"employed","married","university.degree","no","yes","no","cellular","may","fri",69,1,"no"
"32345",33,"employed","single","basic","no","yes","no","cellular","may","fri",392,1,"no"
"32346",37,"employed","married","high.school","no","yes","no","cellular","may","fri",142,1,"no"
"32347",33,"employed","married","basic","no","no","no","cellular","may","fri",428,1,"no"
"32348",32,"employed","married","university.degree","no","no","no","cellular","may","fri",209,2,"no"
"32349",33,"employed","married","basic","no","yes","no","cellular","may","fri",656,1,"yes"
"32350",33,"employed","married","basic","no","no","no","cellular","may","fri",728,1,"yes"
"32351",38,"employed","single","high.school","no","yes","no","cellular","may","fri",81,3,"no"
"32352",33,"employed","married","basic","no","yes","no","cellular","may","fri",720,1,"yes"
"32353",37,"employed","married","high.school","no","no","no","cellular","may","fri",171,1,"no"
"32354",34,"employed","single","high.school","no","yes","no","cellular","may","fri",291,1,"no"
"32355",33,"employed","single","high.school","no","yes","no","cellular","may","fri",435,2,"no"
"32356",45,"employed","single","university.degree","no","no","no","cellular","may","fri",272,1,"no"
"32357",52,"employed","married","high.school","no","yes","no","cellular","may","fri",121,1,"no"
"32358",42,"employed","divorced","university.degree","no","yes","no","cellular","may","fri",243,1,"no"
"32359",29,"employed","married","basic","no","yes","no","cellular","may","fri",164,1,"no"
"32360",45,"employed","married","basic","no","no","no","cellular","may","fri",144,3,"no"
"32361",33,"employed","married","basic","no","no","no","cellular","may","fri",339,1,"no"
"32362",52,"non-labor","divorced","basic","no","no","no","cellular","may","fri",154,2,"no"
"32363",32,"employed","married","high.school","no","no","no","cellular","may","fri",319,1,"no"
"32364",38,"employed","married","professional.course","no","no","no","cellular","may","fri",218,1,"no"
"32365",34,"employed","married","high.school","no","no","no","telephone","may","fri",125,2,"no"
"32366",46,"employed","married","professional.course","no","no","no","cellular","may","fri",124,2,"no"
"32367",22,"non-labor","single","high.school","no","no","no","cellular","may","fri",87,2,"no"
"32369",40,"employed","married","high.school","no","yes","no","cellular","may","fri",151,4,"no"
"32370",58,"employed","married","high.school","no","yes","no","cellular","may","fri",67,1,"no"
"32371",33,"employed","married","university.degree","no","no","no","cellular","may","fri",89,6,"no"
"32372",34,"employed","married","university.degree","no","yes","yes","cellular","may","fri",183,1,"no"
"32373",35,"employed","married","university.degree","no","no","no","cellular","may","fri",270,2,"no"
"32374",47,"employed","married","high.school","no","no","yes","cellular","may","fri",196,1,"no"
"32375",34,"employed","married","university.degree","no","no","no","cellular","may","fri",247,1,"no"
"32380",39,"employed","married","basic","no","no","no","cellular","may","fri",180,2,"no"
"32381",34,"employed","single","professional.course","no","yes","no","cellular","may","fri",76,2,"no"
"32382",37,"employed","single","professional.course","no","yes","no","cellular","may","fri",279,1,"no"
"32384",37,"employed","single","professional.course","no","no","no","cellular","may","fri",462,1,"no"
"32385",25,"employed","single","high.school","no","yes","no","cellular","may","fri",238,6,"no"
"32386",34,"employed","married","professional.course","no","yes","no","cellular","may","fri",81,2,"no"
"32387",21,"employed","married","basic","no","no","no","cellular","may","fri",279,2,"no"
"32389",51,"employed","married","university.degree","no","no","no","cellular","may","fri",127,1,"no"
"32390",31,"employed","married","university.degree","no","no","no","cellular","may","fri",238,1,"no"
"32391",32,"employed","married","professional.course","no","no","no","cellular","may","fri",158,2,"no"
"32392",41,"employed","single","high.school","no","no","no","cellular","may","fri",1642,2,"no"
"32395",35,"employed","married","basic","no","no","no","cellular","may","fri",25,6,"no"
"32396",47,"employed","married","basic","no","yes","no","cellular","may","fri",146,2,"no"
"32397",33,"employed","married","basic","no","yes","no","cellular","may","fri",264,2,"no"
"32398",35,"employed","single","high.school","no","yes","no","cellular","may","fri",345,2,"no"
"32399",33,"employed","single","basic","no","yes","no","cellular","may","fri",474,2,"no"
"32400",54,"employed","divorced","professional.course","no","yes","no","telephone","may","fri",75,2,"no"
"32402",33,"employed","married","high.school","no","no","yes","cellular","may","fri",254,2,"no"
"32403",35,"employed","married","basic","no","yes","no","cellular","may","fri",219,2,"no"
"32404",34,"employed","single","university.degree","no","yes","no","cellular","may","fri",175,2,"no"
"32405",34,"employed","single","university.degree","no","no","no","cellular","may","fri",261,2,"no"
"32406",34,"employed","married","university.degree","no","yes","no","cellular","may","fri",456,2,"no"
"32407",37,"employed","single","professional.course","no","yes","no","cellular","may","fri",241,2,"no"
"32408",32,"employed","married","basic","no","yes","no","cellular","may","fri",297,2,"no"
"32411",55,"employed","married","basic","no","no","no","cellular","may","fri",95,4,"no"
"32412",34,"employed","married","university.degree","no","yes","no","cellular","may","fri",198,2,"no"
"32414",35,"employed","married","professional.course","no","yes","no","cellular","may","fri",226,5,"no"
"32416",31,"employed","married","high.school","no","no","no","cellular","may","fri",123,3,"no"
"32418",35,"employed","single","high.school","no","yes","no","telephone","may","fri",473,2,"no"
"32419",29,"employed","single","basic","no","yes","no","cellular","may","fri",26,1,"no"
"32422",25,"employed","single","basic","no","yes","yes","cellular","may","fri",238,6,"no"
"32423",32,"employed","married","university.degree","no","no","no","cellular","may","fri",316,2,"no"
"32424",41,"employed","single","high.school","no","yes","no","cellular","may","fri",408,2,"no"
"32425",34,"employed","married","basic","no","no","no","cellular","may","fri",144,4,"no"
"32426",32,"employed","married","high.school","no","no","no","cellular","may","fri",428,3,"no"
"32428",32,"employed","married","basic","no","yes","no","telephone","may","fri",44,4,"no"
"32429",31,"employed","married","basic","no","no","no","cellular","may","fri",294,3,"no"
"32431",48,"employed","married","basic","no","no","no","cellular","may","fri",311,2,"no"
"32432",39,"employed","single","university.degree","no","yes","no","cellular","may","fri",273,4,"no"
"32433",32,"employed","single","basic","no","yes","no","cellular","may","fri",91,4,"no"
"32434",43,"employed","married","basic","no","no","no","cellular","may","fri",36,5,"no"
"32435",38,"employed","married","professional.course","no","yes","no","telephone","may","fri",37,3,"no"
"32438",35,"employed","married","professional.course","no","no","yes","cellular","may","fri",376,3,"no"
"32439",34,"employed","married","university.degree","no","yes","no","cellular","may","fri",44,2,"no"
"32440",37,"employed","single","university.degree","no","no","no","cellular","may","fri",104,2,"no"
"32442",42,"employed","married","basic","no","no","no","cellular","may","fri",309,2,"no"
"32444",38,"employed","married","high.school","no","yes","no","cellular","may","fri",247,4,"no"
"32445",38,"employed","married","high.school","no","no","no","cellular","may","fri",217,2,"no"
"32446",34,"employed","married","university.degree","no","yes","no","cellular","may","fri",47,2,"no"
"32447",36,"employed","married","basic","no","yes","no","cellular","may","fri",207,2,"no"
"32448",31,"employed","married","high.school","no","no","no","cellular","may","fri",130,1,"no"
"32449",38,"employed","single","high.school","no","no","no","cellular","may","fri",455,2,"no"
"32451",29,"employed","married","basic","no","no","no","cellular","may","fri",202,2,"no"
"32452",33,"employed","married","basic","no","yes","no","telephone","may","fri",147,2,"no"
"32453",27,"employed","single","high.school","no","yes","no","cellular","may","fri",86,4,"no"
"32454",46,"employed","married","high.school","no","no","no","cellular","may","fri",318,2,"no"
"32456",42,"employed","married","professional.course","no","yes","no","cellular","may","fri",262,2,"no"
"32457",34,"employed","married","professional.course","no","no","no","cellular","may","fri",83,2,"no"
"32460",36,"employed","married","university.degree","no","yes","no","cellular","may","fri",334,3,"no"
"32461",29,"employed","married","basic","no","no","yes","cellular","may","fri",274,2,"no"
"32462",30,"employed","single","high.school","no","no","yes","cellular","may","fri",154,2,"no"
"32463",37,"employed","married","university.degree","no","yes","no","cellular","may","fri",286,2,"no"
"32464",31,"employed","single","high.school","no","yes","no","cellular","may","fri",187,2,"no"
"32465",39,"employed","married","basic","no","no","no","telephone","may","fri",557,2,"no"
"32467",34,"employed","single","university.degree","no","no","no","cellular","may","fri",134,2,"no"
"32468",28,"employed","married","high.school","no","yes","no","cellular","may","fri",237,4,"no"
"32470",35,"employed","married","high.school","no","yes","no","cellular","may","fri",104,4,"no"
"32471",37,"employed","married","basic","no","no","no","cellular","may","fri",612,3,"no"
"32472",33,"employed","married","professional.course","no","no","yes","cellular","may","fri",40,6,"no"
"32473",47,"employed","married","high.school","no","no","yes","cellular","may","fri",506,2,"no"
"32474",36,"employed","married","basic","no","no","no","telephone","may","fri",191,2,"no"
"32476",46,"employed","married","basic","no","yes","no","cellular","may","fri",187,3,"no"
"32478",35,"employed","single","university.degree","no","no","yes","cellular","may","fri",174,2,"no"
"32479",27,"employed","married","professional.course","no","no","yes","cellular","may","fri",224,2,"no"
"32480",49,"employed","married","basic","no","no","no","cellular","may","fri",235,2,"no"
"32481",29,"employed","married","basic","no","no","no","cellular","may","fri",128,3,"no"
"32483",43,"employed","married","basic","no","yes","no","cellular","may","fri",156,3,"no"
"32484",58,"employed","single","university.degree","no","yes","no","cellular","may","fri",685,2,"yes"
"32485",45,"employed","single","professional.course","no","yes","no","cellular","may","fri",1954,2,"no"
"32486",44,"employed","divorced","high.school","no","yes","yes","cellular","may","fri",211,2,"no"
"32488",28,"employed","married","high.school","no","no","no","cellular","may","fri",129,2,"no"
"32489",42,"employed","divorced","high.school","no","no","no","cellular","may","fri",13,2,"no"
"32491",52,"employed","married","high.school","no","no","yes","cellular","may","fri",38,2,"no"
"32492",37,"employed","married","basic","no","yes","yes","cellular","may","fri",456,2,"no"
"32494",32,"employed","single","university.degree","no","no","no","cellular","may","fri",216,2,"no"
"32495",35,"employed","married","university.degree","no","yes","yes","cellular","may","fri",152,2,"no"
"32496",33,"employed","single","university.degree","no","yes","yes","cellular","may","fri",1024,3,"yes"
"32499",32,"employed","married","high.school","no","yes","no","cellular","may","fri",438,2,"no"
"32500",30,"employed","married","university.degree","no","yes","no","cellular","may","fri",129,2,"no"
"32501",25,"employed","single","high.school","no","no","no","cellular","may","fri",682,3,"yes"
"32503",45,"employed","single","university.degree","no","no","no","cellular","may","fri",311,3,"no"
"32506",35,"employed","married","university.degree","no","yes","no","cellular","may","fri",348,4,"no"
"32507",36,"employed","divorced","basic","no","yes","no","cellular","may","fri",53,4,"no"
"32508",34,"employed","married","university.degree","no","yes","no","telephone","may","fri",283,3,"no"
"32509",32,"employed","single","high.school","no","yes","no","cellular","may","fri",583,2,"no"
"32511",36,"employed","single","university.degree","no","no","no","cellular","may","fri",146,3,"no"
"32512",42,"employed","married","basic","no","yes","no","cellular","may","fri",114,7,"no"
"32513",30,"employed","married","basic","no","yes","no","cellular","may","fri",487,2,"no"
"32514",28,"employed","married","high.school","no","no","no","cellular","may","fri",1049,2,"no"
"32515",50,"employed","married","basic","no","yes","no","telephone","may","fri",213,4,"no"
"32516",37,"employed","married","high.school","no","yes","no","cellular","may","fri",466,1,"no"
"32517",35,"employed","married","university.degree","no","yes","no","cellular","may","fri",348,4,"no"
"32518",44,"employed","married","high.school","no","no","no","cellular","may","fri",263,1,"no"
"32519",59,"employed","married","university.degree","no","yes","no","cellular","may","fri",324,2,"no"
"32521",36,"employed","married","university.degree","no","no","yes","telephone","may","fri",267,3,"no"
"32523",30,"employed","married","university.degree","no","no","no","cellular","may","fri",418,2,"no"
"32524",29,"employed","single","high.school","no","no","no","cellular","may","fri",553,2,"no"
"32525",32,"employed","married","university.degree","no","no","no","telephone","may","fri",546,3,"no"
"32526",30,"employed","married","professional.course","no","yes","no","cellular","may","fri",156,4,"no"
"32528",49,"employed","married","professional.course","no","yes","no","cellular","may","fri",364,1,"no"
"32530",37,"unemployed","married","basic","no","yes","yes","cellular","may","fri",129,4,"no"
"32531",35,"employed","single","high.school","no","no","no","cellular","may","fri",282,5,"no"
"32533",34,"employed","married","basic","no","yes","no","cellular","may","fri",152,1,"no"
"32534",29,"employed","divorced","high.school","no","yes","no","cellular","may","fri",323,1,"no"
"32537",29,"employed","divorced","high.school","no","yes","no","cellular","may","fri",548,1,"no"
"32538",44,"employed","married","basic","no","no","no","cellular","may","fri",199,1,"no"
"32539",34,"employed","married","basic","no","no","no","cellular","may","fri",63,1,"no"
"32542",44,"employed","married","basic","no","yes","no","cellular","may","fri",383,1,"no"
"32543",47,"employed","married","high.school","no","yes","yes","telephone","may","fri",72,6,"no"
"32544",34,"employed","married","basic","no","yes","no","telephone","may","fri",26,1,"no"
"32545",38,"employed","married","professional.course","no","yes","no","telephone","may","fri",713,3,"no"
"32546",33,"employed","married","professional.course","no","yes","no","telephone","may","fri",15,1,"no"
"32547",34,"employed","married","basic","no","no","no","cellular","may","fri",423,1,"yes"
"32548",52,"employed","married","high.school","no","yes","yes","cellular","may","fri",81,2,"no"
"32549",32,"employed","single","basic","no","yes","no","cellular","may","fri",211,1,"no"
"32550",34,"employed","married","basic","no","no","no","cellular","may","fri",322,1,"no"
"32551",28,"unemployed","married","basic","no","yes","no","cellular","may","fri",349,1,"no"
"32553",34,"employed","married","basic","no","yes","yes","cellular","may","mon",142,4,"no"
"32554",34,"employed","single","university.degree","no","yes","no","cellular","may","mon",102,3,"no"
